Index,Company,Account Type,Twitter Handle,Year,Original Tweets,Retweets,Reply Tweets,Quote Tweets,Original Tweet Retweets,Original Tweet Likes,Original Tweet Replies,Original Tweet Quotes
4,FISERV INC,Corporate,@Fiserv,2013,905,170,55,0,1349,199,118,0
5,FISERV INC,Corporate,@Fiserv,2014,1364,319,67,0,1711,876,132,0
6,FISERV INC,Corporate,@Fiserv,2015,770,385,39,11,1557,1317,72,0
7,FISERV INC,Corporate,@Fiserv,2016,1109,311,12,24,2212,2820,59,100
8,FISERV INC,Corporate,@Fiserv,2017,534,217,14,10,1834,3246,38,204
9,FISERV INC,Corporate,@Fiserv,2018,449,150,5,30,1385,3525,64,194
10,FISERV INC,Corporate,@Fiserv,2019,486,104,12,17,1282,4251,50,214
11,FISERV INC,Corporate,@Fiserv,2020,568,78,27,19,1294,5761,106,179
12,FISERV INC,Corporate,@Fiserv,2021,745,15,49,47,861,6628,189,173
13,FISERV INC,Corporate,@Fiserv,2022,327,68,50,14,390,2122,119,42
0,HP INC,Corporate,@HP,2009,446,0,90,0,0,53,0,0
1,HP INC,Corporate,@HP,2010,1450,11,44,0,1693,372,1,0
2,HP INC,Corporate,@HP,2011,5102,28,869,0,12883,3092,2442,1
3,HP INC,Corporate,@HP,2012,3728,10,1745,2,16670,3781,3304,3
4,HP INC,Corporate,@HP,2013,4140,14,1945,0,32888,15355,4543,19
5,HP INC,Corporate,@HP,2014,2772,25,4955,1,50848,65146,9697,9
6,HP INC,Corporate,@HP,2015,1175,258,2869,6,27420,37955,2448,7
7,HP INC,Corporate,@HP,2016,516,212,961,5,16160,50723,2584,1412
8,HP INC,Corporate,@HP,2017,206,64,106,1,7679,48928,1677,860
9,HP INC,Corporate,@HP,2018,144,39,15,0,4706,31542,1323,761
10,HP INC,Corporate,@HP,2019,296,22,0,2,3452,19874,4632,1917
11,HP INC,Corporate,@HP,2020,271,9,0,1,3806,39663,4555,1710
12,HP INC,Corporate,@HP,2021,363,3,8250,3,2373,22523,4147,461
13,HP INC,Corporate,@HP,2022,218,15,10601,1,2295,26345,3406,400
0,ELECTRONIC ARTS INC,Corporate,@EA,2009,464,0,475,0,429,602,10,9
1,ELECTRONIC ARTS INC,Corporate,@EA,2010,334,149,167,0,3358,671,5,25
2,ELECTRONIC ARTS INC,Corporate,@EA,2011,573,223,149,1,12791,2530,3544,25
3,ELECTRONIC ARTS INC,Corporate,@EA,2012,464,229,28,0,13417,3025,5256,25
4,ELECTRONIC ARTS INC,Corporate,@EA,2013,251,207,464,0,18717,7339,5144,40
5,ELECTRONIC ARTS INC,Corporate,@EA,2014,912,425,2050,2,90320,69271,28285,420
6,ELECTRONIC ARTS INC,Corporate,@EA,2015,922,388,2260,1,53582,111646,15108,255
7,ELECTRONIC ARTS INC,Corporate,@EA,2016,1097,900,9791,13,73237,237872,20141,4246
8,ELECTRONIC ARTS INC,Corporate,@EA,2017,895,478,1320,18,68150,237309,19307,6287
9,ELECTRONIC ARTS INC,Corporate,@EA,2018,304,547,231,92,30638,151398,13386,7190
10,ELECTRONIC ARTS INC,Corporate,@EA,2019,121,544,181,28,42907,164986,34543,11785
11,ELECTRONIC ARTS INC,Corporate,@EA,2020,80,410,109,6,56146,238167,21136,24717
12,ELECTRONIC ARTS INC,Corporate,@EA,2021,152,346,162,26,19648,134746,14033,8793
13,ELECTRONIC ARTS INC,Corporate,@EA,2022,387,102,345,21,19139,226068,62558,25991
0,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2009,117,0,1,0,0,12,0,0
1,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2010,1115,71,387,0,424,132,1,0
2,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2011,2180,35,764,0,1090,267,492,0
3,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2012,1991,31,1497,0,1054,634,587,1
4,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2013,1348,55,5472,0,2229,987,811,0
5,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2014,1959,46,11918,0,3305,3249,1134,0
6,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2015,1738,6,18397,0,2790,5805,759,3
7,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2016,681,36,11856,0,1745,9588,446,88
8,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2017,144,44,11977,0,3920,25224,1962,692
9,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2018,121,42,21480,0,3733,29886,1573,547
10,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2019,109,33,16808,1,1807,17070,2164,663
11,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2020,168,55,15855,0,2842,26119,6643,1816
12,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2021,275,30,7486,1,581,10182,752,99
13,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2022,373,5,6394,0,752,15574,1439,205
0,EQUITY RESIDENTIAL REIT,Corporate,@EquityRes,2011,1,1,0,0,0,0,0,0
1,EQUITY RESIDENTIAL REIT,Corporate,@EquityRes,2012,30,5,6,0,6,1,3,0
2,EQUITY RESIDENTIAL REIT,Corporate,@EquityRes,2013,68,14,63,0,15,15,5,0
3,EQUITY RESIDENTIAL REIT,Corporate,@EquityRes,2014,87,110,113,0,4,25,7,0
4,EQUITY RESIDENTIAL REIT,Corporate,@EquityRes,2015,46,48,143,14,8,23,25,0
5,EQUITY RESIDENTIAL REIT,Corporate,@EquityRes,2016,5,25,95,10,1,7,0,0
6,EQUITY RESIDENTIAL REIT,Corporate,@EquityRes,2020,43,8,78,1,8,40,15,8
7,EQUITY RESIDENTIAL REIT,Corporate,@EquityRes,2021,88,1,41,0,8,107,12,4
8,EQUITY RESIDENTIAL REIT,Corporate,@EquityRes,2022,78,1,36,0,8,75,71,6
0,CORNING INC,Corporate,@Corning,2010,337,1,4,0,110,22,0,0
1,CORNING INC,Corporate,@Corning,2011,421,44,70,0,443,97,26,1
2,CORNING INC,Corporate,@Corning,2012,439,66,135,0,614,112,78,0
3,CORNING INC,Corporate,@Corning,2013,656,190,60,0,671,254,44,0
4,CORNING INC,Corporate,@Corning,2014,690,44,100,0,957,1171,124,2
5,CORNING INC,Corporate,@Corning,2015,958,131,78,6,1803,3108,132,0
6,CORNING INC,Corporate,@Corning,2016,661,259,43,32,1345,2512,87,86
7,CORNING INC,Corporate,@Corning,2017,620,28,19,17,1918,4584,209,159
8,CORNING INC,Corporate,@Corning,2018,636,30,9,7,1548,4806,73,134
9,CORNING INC,Corporate,@Corning,2019,457,16,50,4,590,2794,43,74
10,CORNING INC,Corporate,@Corning,2020,264,21,23,27,561,3399,72,89
11,CORNING INC,Corporate,@Corning,2021,262,27,54,15,644,2998,106,66
12,CORNING INC,Corporate,@Corning,2022,182,24,11,16,451,3089,93,67
0,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2009,121,0,0,0,0,3,0,0
1,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2010,61,4,0,0,8,4,0,0
2,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2011,76,0,0,0,23,11,3,0
3,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2012,293,0,0,0,23,0,16,0
4,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2013,16,4,26,0,3,0,3,0
5,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2014,156,13,6,0,33,74,13,0
6,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2015,218,11,6,2,35,148,21,1
7,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2016,204,35,21,1,105,315,4,8
8,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2017,152,40,25,6,101,370,10,8
9,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2018,278,45,41,6,128,766,28,11
10,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2019,228,57,29,6,43,447,22,8
11,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2020,103,20,35,1,16,243,27,4
12,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2021,136,13,10,4,11,319,11,1
13,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2022,130,18,6,2,19,225,31,9
0,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2009,88,1,12,0,1,0,0,0
1,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2010,269,9,8,0,83,18,0,0
2,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2011,546,26,9,0,293,27,8,0
3,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2012,416,28,12,0,160,33,18,0
4,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2013,530,63,24,0,434,148,62,5
5,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2014,883,114,58,0,7988,6516,493,2
6,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2015,771,113,50,37,15876,27583,660,7
7,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2016,882,64,63,24,4530,11440,415,160
8,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2017,856,91,18,31,7133,37124,516,385
9,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2018,625,31,16,13,18039,244656,958,460
10,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2019,550,29,7,3,2883,13798,634,256
11,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2020,414,42,29,10,1953,10869,478,256
12,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2021,379,14,70,11,887,6180,326,61
13,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2022,466,10,52,3,1275,7651,389,101
0,VENTAS REIT INC,Corporate,@VentasREIT,2021,5,5,0,0,0,1,0,3
0,SHERWIN WILLIAMS,Corporate,@SherwinWilliams,2010,23,5,186,0,9,0,0,0
1,SHERWIN WILLIAMS,Corporate,@SherwinWilliams,2012,285,111,385,0,769,135,781,0
2,SHERWIN WILLIAMS,Corporate,@SherwinWilliams,2013,527,214,1057,0,2730,1124,2864,1
3,SHERWIN WILLIAMS,Corporate,@SherwinWilliams,2014,472,97,2016,0,5185,5917,1540,0
4,SHERWIN WILLIAMS,Corporate,@SherwinWilliams,2015,435,205,1034,10,4127,9243,705,2
5,SHERWIN WILLIAMS,Corporate,@SherwinWilliams,2016,386,66,426,18,7607,25659,985,697
6,SHERWIN WILLIAMS,Corporate,@SherwinWilliams,2017,288,28,348,12,4070,17534,973,940
7,SHERWIN WILLIAMS,Corporate,@SherwinWilliams,2018,223,36,336,24,2818,13482,810,731
8,SHERWIN WILLIAMS,Corporate,@SherwinWilliams,2019,178,15,261,9,1598,13372,590,636
9,SHERWIN WILLIAMS,Corporate,@SherwinWilliams,2020,146,18,523,2,777,4985,2078,323
10,SHERWIN WILLIAMS,Corporate,@SherwinWilliams,2021,149,6,619,4,338,1921,206,95
11,SHERWIN WILLIAMS,Corporate,@SherwinWilliams,2022,97,10,509,8,250,1250,112,41
0,AUTOZONE INC,Corporate,@autozone,2011,19,0,0,0,1,0,19,0
1,AUTOZONE INC,Corporate,@autozone,2012,832,127,640,0,1011,144,195,0
2,AUTOZONE INC,Corporate,@autozone,2013,589,20,535,0,1275,1222,363,16
3,AUTOZONE INC,Corporate,@autozone,2014,717,196,840,0,1134,1822,403,5
4,AUTOZONE INC,Corporate,@autozone,2015,499,205,771,38,3306,6855,3356,2
5,AUTOZONE INC,Corporate,@autozone,2016,287,78,1467,8,2321,6552,1820,344
6,AUTOZONE INC,Corporate,@autozone,2017,190,27,2170,27,191,572,63,31
7,AUTOZONE INC,Corporate,@autozone,2018,84,18,1925,13,233,653,251,16
8,AUTOZONE INC,Corporate,@autozone,2019,34,0,1882,1,105,491,240,20
9,AUTOZONE INC,Corporate,@autozone,2020,37,0,909,2,118,357,189,18
10,AUTOZONE INC,Corporate,@autozone,2021,20,0,709,6,34,106,119,8
11,AUTOZONE INC,Corporate,@autozone,2022,65,0,683,2,89,334,146,22
0,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2010,47,0,0,0,37,2,0,0
1,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2011,226,7,1,0,211,30,17,0
2,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2012,178,3,1,0,345,39,58,0
3,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2013,298,13,0,0,595,224,99,0
4,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2014,192,16,0,0,873,823,106,0
5,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2015,158,19,22,5,782,1164,72,1
6,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2016,263,52,24,13,960,2589,99,70
7,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2017,237,78,24,31,777,2477,63,96
8,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2018,210,94,41,34,1277,5569,249,230
9,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2019,197,34,12,4,1432,6971,417,337
10,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2020,76,1,5,1,568,2786,230,168
11,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2021,141,3,3,9,509,2707,216,169
12,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2022,174,4,31,9,496,2997,291,118
0,WEYERHAEUSER REIT,Corporate,@Weyerhaeuser,2011,27,12,4,0,4,0,2,0
1,WEYERHAEUSER REIT,Corporate,@Weyerhaeuser,2012,75,16,13,0,16,6,11,0
2,WEYERHAEUSER REIT,Corporate,@Weyerhaeuser,2013,312,7,24,0,145,45,25,0
3,WEYERHAEUSER REIT,Corporate,@Weyerhaeuser,2014,322,6,17,0,163,73,13,0
4,WEYERHAEUSER REIT,Corporate,@Weyerhaeuser,2015,99,149,8,6,114,114,7,1
5,WEYERHAEUSER REIT,Corporate,@Weyerhaeuser,2016,133,232,6,21,461,761,19,42
6,WEYERHAEUSER REIT,Corporate,@Weyerhaeuser,2017,40,58,7,2,131,368,15,16
7,WEYERHAEUSER REIT,Corporate,@Weyerhaeuser,2018,47,55,10,4,199,625,21,30
8,WEYERHAEUSER REIT,Corporate,@Weyerhaeuser,2019,36,48,1,6,192,625,29,35
9,WEYERHAEUSER REIT,Corporate,@Weyerhaeuser,2020,29,15,16,2,168,564,29,39
10,WEYERHAEUSER REIT,Corporate,@Weyerhaeuser,2021,50,5,3,7,164,524,34,20
11,WEYERHAEUSER REIT,Corporate,@Weyerhaeuser,2022,83,0,6,3,171,766,31,29
0,SPECTRA ENERGY CORP,Corporate,@SpectraEnergy,2010,75,3,0,0,7,0,0,0
1,SPECTRA ENERGY CORP,Corporate,@SpectraEnergy,2011,70,4,0,0,31,4,1,0
2,SPECTRA ENERGY CORP,Corporate,@SpectraEnergy,2012,102,54,14,0,85,7,13,0
3,SPECTRA ENERGY CORP,Corporate,@SpectraEnergy,2013,107,10,2,0,92,23,12,0
4,SPECTRA ENERGY CORP,Corporate,@SpectraEnergy,2014,184,28,0,0,247,111,27,0
5,SPECTRA ENERGY CORP,Corporate,@SpectraEnergy,2015,183,30,0,4,428,146,10,0
6,SPECTRA ENERGY CORP,Corporate,@SpectraEnergy,2016,150,32,0,1,514,487,37,57
7,SPECTRA ENERGY CORP,Corporate,@SpectraEnergy,2017,69,0,0,0,174,206,8,13
0,PUBLIC SERVICE ENTERPRISE GROUP IN,Corporate,@PSEGNews,2011,112,75,0,0,279,51,107,0
1,PUBLIC SERVICE ENTERPRISE GROUP IN,Corporate,@PSEGNews,2012,391,35,24,0,1246,192,1102,0
2,PUBLIC SERVICE ENTERPRISE GROUP IN,Corporate,@PSEGNews,2013,330,26,18,0,490,97,58,0
3,PUBLIC SERVICE ENTERPRISE GROUP IN,Corporate,@PSEGNews,2014,425,30,44,0,510,189,57,0
4,PUBLIC SERVICE ENTERPRISE GROUP IN,Corporate,@PSEGNews,2015,1254,99,53,0,855,701,88,0
5,PUBLIC SERVICE ENTERPRISE GROUP IN,Corporate,@PSEGNews,2016,980,269,233,0,597,977,57,29
6,PUBLIC SERVICE ENTERPRISE GROUP IN,Corporate,@PSEGNews,2017,252,72,66,0,386,717,39,50
7,PUBLIC SERVICE ENTERPRISE GROUP IN,Corporate,@PSEGNews,2018,261,33,171,8,405,986,64,41
8,PUBLIC SERVICE ENTERPRISE GROUP IN,Corporate,@PSEGNews,2019,786,140,113,35,590,1760,151,78
9,PUBLIC SERVICE ENTERPRISE GROUP IN,Corporate,@PSEGNews,2020,301,167,573,25,370,1260,255,107
10,PUBLIC SERVICE ENTERPRISE GROUP IN,Corporate,@PSEGNews,2021,333,215,314,27,231,846,107,42
11,PUBLIC SERVICE ENTERPRISE GROUP IN,Corporate,@PSEGNews,2022,258,41,204,9,225,1093,104,53
0,CONSOLIDATED EDISON INC,Corporate,@ConEdison,2012,504,15,1141,0,12041,1111,2545,0
1,CONSOLIDATED EDISON INC,Corporate,@ConEdison,2013,644,49,936,0,821,215,213,0
2,CONSOLIDATED EDISON INC,Corporate,@ConEdison,2014,850,33,1684,0,1060,825,184,0
3,CONSOLIDATED EDISON INC,Corporate,@ConEdison,2015,520,18,2092,28,1089,1021,136,1
4,CONSOLIDATED EDISON INC,Corporate,@ConEdison,2016,391,44,2650,19,674,1225,97,71
5,CONSOLIDATED EDISON INC,Corporate,@ConEdison,2017,258,161,3347,10,842,1803,205,119
6,CONSOLIDATED EDISON INC,Corporate,@ConEdison,2018,403,157,4368,7,3217,8049,1555,994
7,CONSOLIDATED EDISON INC,Corporate,@ConEdison,2019,258,204,3837,7,2225,4099,945,592
8,CONSOLIDATED EDISON INC,Corporate,@ConEdison,2020,331,96,5266,10,1668,5940,2561,673
9,CONSOLIDATED EDISON INC,Corporate,@ConEdison,2021,396,73,3132,10,949,3928,547,272
10,CONSOLIDATED EDISON INC,Corporate,@ConEdison,2022,277,60,2474,21,969,6098,693,206
0,NEWELL BRANDS INC,Corporate,@newell_brands,2012,488,71,36,0,227,15,12,0
1,NEWELL BRANDS INC,Corporate,@newell_brands,2013,634,148,76,0,207,92,35,0
2,NEWELL BRANDS INC,Corporate,@newell_brands,2014,570,120,121,0,303,249,27,0
3,NEWELL BRANDS INC,Corporate,@newell_brands,2015,270,51,22,0,191,246,31,1
4,NEWELL BRANDS INC,Corporate,@newell_brands,2016,204,5,5,8,383,750,26,18
5,NEWELL BRANDS INC,Corporate,@newell_brands,2017,136,13,4,7,286,860,119,24
6,NEWELL BRANDS INC,Corporate,@newell_brands,2018,296,20,25,3,432,1635,30,19
7,NEWELL BRANDS INC,Corporate,@newell_brands,2019,166,4,44,0,220,666,19,57
8,NEWELL BRANDS INC,Corporate,@newell_brands,2020,16,10,25,2,10,98,11,10
9,NEWELL BRANDS INC,Corporate,@newell_brands,2021,88,14,25,4,29,266,17,8
10,NEWELL BRANDS INC,Corporate,@newell_brands,2022,111,15,16,1,33,350,21,10
0,CBS CORP- CLASS B,Corporate,@CBSTweet,2009,211,0,0,0,0,53,0,0
2,CBS CORP- CLASS B,Corporate,@CBSTweet,2010,443,71,0,0,2363,375,0,1
4,CBS CORP- CLASS B,Corporate,@CBSTweet,2011,2051,507,3,0,19146,2205,1311,1
6,CBS CORP- CLASS B,Corporate,@CBSTweet,2012,2102,508,0,0,19768,4622,2345,1
8,CBS CORP- CLASS B,Corporate,@CBSTweet,2013,2844,999,8,0,28936,16634,4678,9
10,CBS CORP- CLASS B,Corporate,@CBSTweet,2014,2241,1892,19,0,31865,35139,4499,10
12,CBS CORP- CLASS B,Corporate,@CBSTweet,2015,1829,3457,6,5,23886,41559,2817,4
14,CBS CORP- CLASS B,Corporate,@CBSTweet,2016,1459,3996,1,9,55598,109602,2886,734
16,CBS CORP- CLASS B,Corporate,@CBSTweet,2017,1213,2727,2,8,13323,43249,1913,1582
18,CBS CORP- CLASS B,Corporate,@CBSTweet,2018,716,3081,1,10,9811,38316,1796,1500
20,CBS CORP- CLASS B,Corporate,@CBSTweet,2019,575,1804,21,10,10660,44561,2451,1225
22,CBS CORP- CLASS B,Corporate,@CBSTweet,2020,441,1277,2,7,2809,13588,895,722
24,CBS CORP- CLASS B,Corporate,@CBSTweet,2021,311,1348,5,9,3632,17917,2332,955
26,CBS CORP- CLASS B,Corporate,@CBSTweet,2022,171,1698,7,15,2366,12180,1334,991
0,ST JUDE MEDICAL INC,Corporate,@SJM_Media,2013,77,1,0,0,42,20,8,0
1,ST JUDE MEDICAL INC,Corporate,@SJM_Media,2014,229,16,0,0,197,110,8,0
2,ST JUDE MEDICAL INC,Corporate,@SJM_Media,2015,129,34,0,0,208,178,7,0
3,ST JUDE MEDICAL INC,Corporate,@SJM_Media,2016,135,39,0,0,433,591,13,18
4,ST JUDE MEDICAL INC,Corporate,@SJM_Media,2017,5,0,0,2,3,12,1,0
0,ZOETIS INC CLASS A,Corporate,@Zoetis,2013,83,31,3,0,151,22,3,0
1,ZOETIS INC CLASS A,Corporate,@Zoetis,2014,118,44,5,0,247,188,12,0
2,ZOETIS INC CLASS A,Corporate,@Zoetis,2015,124,66,4,15,459,367,30,0
3,ZOETIS INC CLASS A,Corporate,@Zoetis,2016,156,87,6,14,437,646,11,25
4,ZOETIS INC CLASS A,Corporate,@Zoetis,2017,218,100,6,16,693,1622,28,62
5,ZOETIS INC CLASS A,Corporate,@Zoetis,2018,142,86,6,11,690,1919,20,76
6,ZOETIS INC CLASS A,Corporate,@Zoetis,2019,88,67,22,3,327,1070,20,39
7,ZOETIS INC CLASS A,Corporate,@Zoetis,2020,96,93,36,9,411,1455,41,46
8,ZOETIS INC CLASS A,Corporate,@Zoetis,2021,90,60,36,3,333,1497,51,49
9,ZOETIS INC CLASS A,Corporate,@Zoetis,2022,97,57,53,6,353,1530,75,50
0,EDWARDS LIFESCIENCES CORP,Corporate,@EdwardsLifesci,2015,81,1,2,0,233,186,10,0
1,EDWARDS LIFESCIENCES CORP,Corporate,@EdwardsLifesci,2016,116,20,9,0,211,421,0,15
2,EDWARDS LIFESCIENCES CORP,Corporate,@EdwardsLifesci,2017,481,13,18,1,948,2563,52,59
3,EDWARDS LIFESCIENCES CORP,Corporate,@EdwardsLifesci,2018,414,23,4,4,681,3071,47,66
4,EDWARDS LIFESCIENCES CORP,Corporate,@EdwardsLifesci,2019,236,18,0,4,847,15609,41,65
5,EDWARDS LIFESCIENCES CORP,Corporate,@EdwardsLifesci,2020,102,25,9,7,464,1629,59,60
6,EDWARDS LIFESCIENCES CORP,Corporate,@EdwardsLifesci,2021,148,19,5,16,254,1010,20,13
7,EDWARDS LIFESCIENCES CORP,Corporate,@EdwardsLifesci,2022,92,10,7,3,204,858,12,18
0,ROSS STORES INC,Corporate,@Ross_Stores,2015,1,6,0,0,21,167,17,3
0,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2010,153,60,34,0,725,99,2,0
1,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2011,1061,430,317,0,9827,1454,2127,2
2,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2012,1411,390,199,0,28844,7711,3501,14
3,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2013,1007,474,104,0,83138,42485,5434,21
4,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2014,872,469,143,0,118415,149036,6166,96
5,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2015,983,609,283,19,158695,357111,8443,144
6,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2016,1501,600,480,10,118846,417996,5174,2083
7,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2017,2936,442,856,2,61041,259110,5005,3275
8,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2018,677,330,26,1,35000,198592,2813,1856
9,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2019,802,315,85,30,25399,157681,2644,1998
10,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2020,747,135,303,17,22076,164081,4033,2673
11,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2021,823,129,1535,12,23185,201225,10366,3545
12,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2022,690251,139,21171,7,20203,195774,27105,3123
0,BB AND T CORP,Corporate,@TruistNews,2020,187,86,49,45,1242,12307,964,341
2,BB AND T CORP,Corporate,@TruistNews,2021,242,15,2721,54,1438,9814,952,219
4,BB AND T CORP,Corporate,@TruistNews,2022,259,7,6127,22,1790,18607,1410,669
0,XCEL ENERGY INC,Corporate,@xcelenergy,2010,59,0,13,0,16,0,0,0
1,XCEL ENERGY INC,Corporate,@xcelenergy,2011,505,0,87,0,152,12,13,0
2,XCEL ENERGY INC,Corporate,@xcelenergy,2012,404,1,323,0,123,18,15,0
3,XCEL ENERGY INC,Corporate,@xcelenergy,2013,280,4,660,0,124,46,29,0
4,XCEL ENERGY INC,Corporate,@xcelenergy,2014,486,62,327,0,386,163,57,0
5,XCEL ENERGY INC,Corporate,@xcelenergy,2015,119,14,270,1,192,88,17,0
6,XCEL ENERGY INC,Corporate,@xcelenergy,2016,70,19,249,0,191,281,6,17
7,XCEL ENERGY INC,Corporate,@xcelenergy,2017,169,25,234,1,241,714,12,36
8,XCEL ENERGY INC,Corporate,@xcelenergy,2018,127,5,257,1,192,608,32,27
9,XCEL ENERGY INC,Corporate,@xcelenergy,2019,118,23,285,3,123,510,61,39
10,XCEL ENERGY INC,Corporate,@xcelenergy,2020,199,10,242,6,266,989,91,41
11,XCEL ENERGY INC,Corporate,@xcelenergy,2021,66,1,241,0,66,252,51,10
12,XCEL ENERGY INC,Corporate,@xcelenergy,2022,56,0,239,0,55,288,78,28
0,CARNIVAL CORP,Corporate,@CarnivalPLC,2014,110,19,0,0,331,359,735,0
1,CARNIVAL CORP,Corporate,@CarnivalPLC,2015,709,743,0,25,1900,2245,760,1
2,CARNIVAL CORP,Corporate,@CarnivalPLC,2016,1009,2067,0,100,3210,4561,221,139
3,CARNIVAL CORP,Corporate,@CarnivalPLC,2017,1225,2439,0,65,2555,7222,370,271
4,CARNIVAL CORP,Corporate,@CarnivalPLC,2018,1004,2557,0,3,1579,6025,186,132
5,CARNIVAL CORP,Corporate,@CarnivalPLC,2019,70,528,0,0,176,565,23,21
6,CARNIVAL CORP,Corporate,@CarnivalPLC,2020,16,89,0,1,128,416,35,15
7,CARNIVAL CORP,Corporate,@CarnivalPLC,2021,31,97,0,0,107,441,17,14
8,CARNIVAL CORP,Corporate,@CarnivalPLC,2022,13,109,0,0,109,566,38,37
0,DOLLAR TREE INC,Corporate,@DollarTree,2010,309,0,1,0,101,44,11,1
1,DOLLAR TREE INC,Corporate,@DollarTree,2011,561,0,17,0,426,53,146,0
2,DOLLAR TREE INC,Corporate,@DollarTree,2012,394,1,0,0,473,183,484,1
3,DOLLAR TREE INC,Corporate,@DollarTree,2013,367,1,0,0,853,454,676,0
4,DOLLAR TREE INC,Corporate,@DollarTree,2014,332,1,0,0,1309,1812,614,0
5,DOLLAR TREE INC,Corporate,@DollarTree,2015,337,0,0,0,1573,4152,488,1
6,DOLLAR TREE INC,Corporate,@DollarTree,2016,399,0,0,0,2541,7400,509,204
7,DOLLAR TREE INC,Corporate,@DollarTree,2017,390,0,0,0,2950,7792,537,230
8,DOLLAR TREE INC,Corporate,@DollarTree,2018,444,1,0,0,1851,6600,568,124
9,DOLLAR TREE INC,Corporate,@DollarTree,2019,413,0,0,0,1589,6449,509,104
10,DOLLAR TREE INC,Corporate,@DollarTree,2020,297,0,0,0,1295,5385,1048,159
